f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
-0.5033779450657077,0.2293927936694402,0.8575034744562483,0.3352784450007975,0.2897887452790976,0.4739938406795578,-0.485348399660176,-0.026334240036088894,0.6491035947560032,0.5904540254583663,-0.2708566482027162,-0.4280763370121415,0.43665329551884546,-0.9331617048864275,-0.49879104945544994,2
-0.7989590436492554,0.5528784429974555,0.0944455645399029,0.5555032470169863,0.0036633621912877104,0.14865974846612767,-0.04785825464770513,0.07449525764511346,-0.0785901182093058,-1.0476686741218952,0.1625405034808219,-0.007895388077214334,0.05696160804764632,0.2594524490656407,1.0716584541272887,2
-0.7929555591331201,0.8799252642140857,0.018855146761942086,0.8467100340314373,-0.005923862036895457,0.28727197610659777,0.6305740025953869,-1.07203555312949,-0.784996347846932,0.36552948608348207,-0.19091823232796773,0.05522690705311902,0.4219633757734571,-1.036768848883479,0.03901194096732284,2
-0.8192450092282423,0.6641430528518693,0.07074854719865599,0.2728316690247901,0.022658230417671683,0.05516387213612863,0.2598379320729728,0.05032426828083138,-0.15075860680968484,-0.735081570815496,-0.12044306779177383,-0.2533471380463915,0.2816134293197977,0.21439011856805396,0.9601518793675514,2
-0.6902442960843458,0.4688840322311174,0.28872088287365627,0.0791125084960626,-0.06160948767397105,-0.06028697874415073,-0.34577947059586744,0.0977874952945387,0.22686879999042864,0.6415000291984141,-0.11018851377352422,-0.5232516059321997,0.33837068027756273,-0.1170980287288297,0.8484982685748911,2
-0.4430471130822956,-0.09923416905876657,1.2268283373667868,-0.08969115771070266,0.12326311634652028,1.1584654998323078,-0.5034750121620435,0.0806016019292173,-0.9880797161766359,1.403261897007872,0.2717707285855484,0.36190487817350764,1.2179031699783014,2.468820876318191,-0.6898286018757075,2
-0.2624912979471658,-0.07467395237837592,1.9001437249866773,-0.10591654257476624,1.3083901663551105,-1.6224392292830279,1.2708359632524528,-0.5854997693672733,2.23287897070913,-0.92911373848874,-1.1023975881581387,-1.4120293030119109,-1.6303967681220344,-0.4409954719099321,-1.4300991810403691,2
-0.30520296255415075,0.044278837192865406,1.71691247492495,-0.8782461852395278,0.09903955455022562,0.527273849079758,-1.396217104852697,0.4229934253625611,-0.9354776519160333,0.8209890772343211,0.9672622826654752,0.3201360427073947,0.7706837488462519,0.42554218622792833,-0.7235304741576823,2
-0.6275567469151793,0.005021021085244431,0.57636355324399,0.1664774819956726,0.36311429950032503,0.3763899872012832,-0.8456385158193456,0.4650726600925651,1.0954610903863118,0.14412121964879196,0.09618821215668392,-0.34319797736580665,0.5733793767604064,-0.35984744725893814,-0.12225258284044738,2
-0.4703652938267202,0.0003566475334280535,0.9316826423871063,-0.03054674248020448,-0.2173370876738351,0.7261179948241243,-1.7745656619576908,0.7036388347072006,-0.6576555898785036,-0.03558140558485883,0.9976926434393144,0.02932002847442186,-0.39124725118151454,0.685077772691553,-0.05048988747400734,2
